3400921947878	LISINOPRIL PFIZER 5 MG 1 BOITE DE 90, COMPRIMES SE	0				787	1202	1202	01/07/12	
3400921947878	LISINOPRIL PFIZER 5 MG 1 BOITE DE 90, COMPRIMES SE	0				787	1202	1121	08/03/12	30/06/12
3400921957754	BICALUTAMIDE ZYDUS 50 MG 1 BOITE DE 30, COMPRIMES	0				5718	7242	7242	08/03/12	
3400922032108	GABAPENTINE SDZ 600MG CPR 90	634	NEURONTIN 600MG CPR	N03AX12	GABAPENTINE	3885	5059	5059	08/03/12	
3400922032337	GABAPENTINE SDZ 800MG CPR 90	395	NEURONTIN 800MG CPR	N03AX12	GABAPENTINE	4876	6239	6239	08/03/12	
3400922033396	LOVAPHARM 30/150MCG CPR 21	0		G03AA07	LEVONORGESTREL ET ESTROGENE	120	239	239	09/11/12	
3400922033457	LOVAPHARM 30/150MCG CPR 21	0		G03AA07	LEVONORGESTREL ET ESTROGENE	327	506	506	09/11/12	
3400922092829	BUDESONIDE MYLAN 0,50 MG/2 ML 1 BOITE DE 20, SUSPE	0				1950	2698	2698	05/07/12	
3400922092997	BUDESONIDE MYLAN 1 MG/2 ML 1 BOITE DE 20, SUSPENSI	0				2766	3726	3726	05/07/12	
3400922258034	BISOPROLOL ZTL 2,5MG CPR 30	550	CARDENSIEL 2,5MG CPR                | CARDIOCOR 2,5MG CPR	C07AB07	BISOPROLOL	604	873	873	03/08/12	
3400922296753	BISOPROLOL AHL 2,5MG CPR 30	550	CARDENSIEL 2,5MG CPR                | CARDIOCOR 2,5MG CPR	C07AB07	BISOPROLOL	604	873	873	27/10/12	
3400922297125	BISOPROLOL AHL 2,5MG CPR 90	550	CARDENSIEL 2,5MG CPR                | CARDIOCOR 2,5MG CPR	C07AB07	BISOPROLOL	1721	2455	2455	27/10/12	
3400922301938	FENTANYL MYLAN 12 MICROGRAMMES/HEURE 1 BOITE DE 5,	0				1100	1545	1545	09/05/13	
3400922302300	FENTANYL MYLAN 25 MICROGRAMMES/HEURE 1 BOITE DE 5,	0				1568	2180	2180	09/05/13	
3400922302768	FENTANYL MYLAN 50 MICROGRAMMES/HEURE 1 BOITE DE 5,	0				2750	3707	3707	09/05/13	
3400922303079	FENTANYL MYLAN 75 MICROGRAMMES/HEURE 1 BOITE DE 5,	0				3814	4974	4974	09/05/13	
3400922303420	FENTANYL MYLAN 100 MICROGRAMMES/HEURE 1 BOITE DE 5	0				4682	6008	6008	09/05/13	
3400922324241	METOPROLOL ACCORD 100 MG 1 BOITE DE 30, COMPRIMES	0				173	307	307	16/03/13	
3400922324821	METOPROLOL ACCORD 100 MG 1 BOITE DE 90, COMPRIMES	0				493	808	808	16/03/13	
3400922344690	BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN PHARMA 2,5 MG	0				426	633	633	09/11/12	
3400922344751	BISOPROLOL HCTZ MYP 2,5/6,25MG CP 90	687	LODOZ 2,5MG/6,25MG CPR              | WYTENS 2,5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1774	09/11/12	
3400922345871	BISOPROLOL HCTZ MYP 5/6,25MG CPR 30	688	LODOZ 5MG/6,25MG CPR                | WYTENS 5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	426	633	633	09/11/12	
3400922345932	BISOPROLOL HCTZ MYP 5/6,25MG CPR 90	688	LODOZ 5MG/6,25MG CPR                | WYTENS 5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1774	09/11/12	
3400922347134	BISOPROLOL HCTZ MYP 10/6,25MG CPR 30	0		C07BB07	BISOPROLOL ET THIAZIDIQUES	426	633	633	09/11/12	
3400922347363	BISOPROLOL HCTZ MYP 10/6,25MG CPR 90	686	LODOZ 10MG/6,25MG CPR               | WYTENS 10MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1774	09/11/12	
3400922366005	OXCARBAZEPINE SDZ 150MG CPR 50	663	TRILEPTAL 150MG CPR	N03AF02	OXCARBAZEPINE	609	880	880	01/12/12	
3400922368016	OXCARBAZEPINE SDZ 300MG CPR 50	664	TRILEPTAL 300MG CPR	N03AF02	OXCARBAZEPINE	1217	1704	1704	01/12/12	
3400922368993	OXCARBAZEPINE SDZ 600MG CPR 50	665	TRILEPTAL 600MG CPR	N03AF02	OXCARBAZEPINE	2318	3192	3192	01/12/12	
3400922408378	ETHINYLESTRADIOL/LEVONORGESTREL TEVA 30 MICROGRAMM	0				120	239	239	10/10/12	
3400922408439	ETHINYL/LEVON.TVC 30/150Y CPR 63	254	MINIDRIL 0,15/0,03MG CPR	G03FA11	LEVONORGESTREL ET ESTROGENE	327	506	506	10/10/12	
3400922438306	TIMOLOL SDZ 0,10% COLLYRE FL 5ML 1/5 ML	146	TIMOPTOL 0,10% COLLYRE FL 3ML	S01ED01	TIMOLOL	240	394	394	15/09/12	
3400922438764	TIMOLOL SDZ 0,25% COLLYRE FL 5ML 1/5 ML	58	TIMOPTOL 0,25% COLLYRE FL 3ML	S01ED01	TIMOLOL	257	416	416	10/08/12	
3400922438825	TIMOLOL SDZ 0,50% COLLYRE FL 5ML 1/5 ML	144	TIMOPTOL 0,50% COLLYRE FL 3ML	S01ED01	TIMOLOL	274	438	438	10/08/12	
3400922449470	PERINDOPRIL MYLAN PHARMA 2 MG 1 BOITE DE 30, COMPR	0				625	901	901	01/12/12	
3400922449760	PERINDOPRIL MYLAN PHARMA 2 MG 1 BOITE DE 90, COMPR	0				1779	2534	2534	01/12/12	
3400922450070	PERINDOPRIL MYLAN PHARMA 4 MG 1 BOITE DE 30, COMPR	0				889	1259	1259	01/12/12	
3400922450360	PERINDOPRIL MYLAN PHARMA 4 MG 1 BOITE DE 90, COMPR	0				2533	3545	3545	01/12/12	
3400922450650	PERINDOPRIL MYLAN PHARMA 8 MG 1 BOITE DE 30, COMPR	0				1466	2042	2042	01/12/12	
3400922450889	PERINDOPRIL MYLAN PHARMA 8 MG 1 BOITE DE 90, COMPR	0				4180	5754	5754	01/12/12	
3400926690908	TRAMADOL EVOLUGEN 50 MG 1 BOITE DE 30, GELULES	0				346	530	530	01/12/12	
3400926716615	OXYBUTYNINE ACCORD 5 MG 1 BOITE DE 60, COMPRIMES S	0				315	490	490	21/02/13	
3400926717506	OXYBUTYNINE ACCORD 5 MG 1 BOITE DE 60, COMPRIMES S	0				315	490	490	21/02/13	
3400926752514	OPTIDRIL 30/150MCG CPR 28	0		G03AA07	LEVONORGESTREL ET ESTROGENE	120	239	239	12/01/13	
3400926752682	OPTIDRIL 30/150MCG CPR 84	0		G03AA07	LEVONORGESTREL ET ESTROGENE	327	506	506	12/01/13	
3400930043523	ANAFRANIL 25MG CPR 50	119	ANAFRANIL 25MG CPR	N06AA04	CLOMIPRAMINE	351	537	537	01/01/12	
3400930043523	ANAFRANIL 25MG CPR 50	119	ANAFRANIL 25MG CPR	N06AA04	CLOMIPRAMINE	351	537	542	06/05/08	31/12/11
3400930089767	AVLOCARDYL 40MG CPR 50	110	AVLOCARDYL 40MG CPR	C07AA05	PROPRANOLOL	211	356	247	01/01/12	
3400930089767	AVLOCARDYL 40MG CPR 50	110	AVLOCARDYL 40MG CPR	C07AA05	PROPRANOLOL	211	356	229	06/05/08	31/12/11
3400930258972	CORTANCYL 1MG CPR 30	459	CORTANCYL 1MG CPR	H02AB07	PREDNISONE	80	188	188	01/01/12	
3400930258972	CORTANCYL 1MG CPR 30	459	CORTANCYL 1MG CPR	H02AB07	PREDNISONE	80	188	165	01/10/11	31/12/11
3400930259054	CORTANCYL 5MG CPR 30	351	CORTANCYL 5MG CPR	H02AB07	PREDNISONE	137	261	261	01/01/12	
3400930259054	CORTANCYL 5MG CPR 30	351	CORTANCYL 5MG CPR	H02AB07	PREDNISONE	137	261	244	06/05/08	31/12/11
3400930328743	DOGMATIL 100MG/2ML SOL INJ  6/2 ML	0		N05AL01	SULPIRIDE	102	216	216	01/01/12	
3400930328743	DOGMATIL 100MG/2ML SOL INJ  6/2 ML	0		N05AL01	SULPIRIDE	102	216	196	06/05/08	31/12/11
3400930328804	DOGMATIL 200MG CPR 12	30	DOGMATIL 200MG CPR	N05AL01	SULPIRIDE	337	519	519	01/01/12	
3400930328804	DOGMATIL 200MG CPR 12	30	DOGMATIL 200MG CPR	N05AL01	SULPIRIDE	337	519	522	06/05/08	31/12/11
3400930328972	DOGMATIL 50MG GELULE 30	40	DOGMATIL 50MG GELULE	N05AL01	SULPIRIDE	238	391	391	01/01/12	
3400930328972	DOGMATIL 50MG GELULE 30	40	DOGMATIL 50MG GELULE	N05AL01	SULPIRIDE	238	391	385	06/05/08	31/12/11
3400930329054	DOGMATIL 0,5G/100ML SOL BUV FL 200ML 1/200 ML	0		N05AL01	SULPIRIDE	130	252	252	01/01/12	
3400930329054	DOGMATIL 0,5G/100ML SOL BUV FL 200ML 1/200 ML	0		N05AL01	SULPIRIDE	130	252	235	06/05/08	31/12/11
3400930370155	ANAFRANIL 10MG CPR 60	69	ANAFRANIL 10MG CPR	N06AA04	CLOMIPRAMINE	178	314	314	01/01/12	
3400930370155	ANAFRANIL 10MG CPR 60	69	ANAFRANIL 10MG CPR	N06AA04	CLOMIPRAMINE	178	314	301	06/05/08	31/12/11
3400930633205	LUTERAN 5MG CPR 10	307	LUTERAN 5MG CPR	G03DB06	CHLORMADINONE	123	243	243	01/01/12	
3400930633205	LUTERAN 5MG CPR 10	307	LUTERAN 5MG CPR	G03DB06	CHLORMADINONE	123	243	225	06/05/08	31/12/11
3400930747728	RODOGYL 0,75MUI/125MG CPR 20	329	RODOGYL 0,75MUI/125MG CPR	J01RA04	SPIRAMYCINE EN ASSOCIATION AVEC AUTRES ANTIBACTERIENS	446	659	659	01/03/12	
3400930861202	PRIMPERAN 10MG CPR 40	2	PRIMPERAN 10MG CPR	A03FA01	METOCLOPRAMIDE	235	387	387	01/01/12	
3400930861202	PRIMPERAN 10MG CPR 40	2	PRIMPERAN 10MG CPR	A03FA01	METOCLOPRAMIDE	235	387	381	06/05/08	31/12/11
3400931035459	TEGRETOL 200MG CPR 50	299	TEGRETOL 200MG CPR	N03AF01	CARBAMAZEPINE	325	503	503	01/01/12	
3400931035459	TEGRETOL 200MG CPR 50	299	TEGRETOL 200MG CPR	N03AF01	CARBAMAZEPINE	325	503	506	06/05/08	31/12/11
3400931109181	PERINDOPRIL ZEN 2MG CPR 30	575	COVERSYL 2,5MG CPR                  | PERINDOPRIL SERVIER 2MG CPR	C09AA04	PERINDOPRIL	625	901	901	01/03/12	
3400931109181	PERINDOPRIL ZEN 2MG CPR 30	575	COVERSYL 2,5MG CPR                  | PERINDOPRIL SERVIER 2MG CPR	C09AA04	PERINDOPRIL	625	901	975	01/01/12	29/02/12
3400931109181	PERINDOPRIL ZEN 2MG CPR 30	575	COVERSYL 2,5MG CPR                  | PERINDOPRIL SERVIER 2MG CPR	C09AA04	PERINDOPRIL	625	901	997	01/04/11	31/12/11
3400931109761	PERINDOPRIL ZEN 4MG CPR 30	579	COVERSYL 5MG CPR                    | PERINDOPRIL SERVIER 4MG CPR	C09AA04	PERINDOPRIL	889	1259	1259	01/03/12	
3400931109761	PERINDOPRIL ZEN 4MG CPR 30	579	COVERSYL 5MG CPR                    | PERINDOPRIL SERVIER 4MG CPR	C09AA04	PERINDOPRIL	889	1259	1364	01/01/12	29/02/12
3400931109761	PERINDOPRIL ZEN 4MG CPR 30	579	COVERSYL 5MG CPR                    | PERINDOPRIL SERVIER 4MG CPR	C09AA04	PERINDOPRIL	889	1259	1396	01/04/11	31/12/11
3400931110132	PERINDOPRIL ZEN 8MG CPR 30	582	COVERSYL 10MG CPR                   | PERINDOPRIL SERVIER 8MG CPR	C09AA04	PERINDOPRIL	1466	2042	2042	01/03/12	
3400931110132	PERINDOPRIL ZEN 8MG CPR 30	582	COVERSYL 10MG CPR                   | PERINDOPRIL SERVIER 8MG CPR	C09AA04	PERINDOPRIL	1466	2042	2215	01/01/12	29/02/12
3400931110132	PERINDOPRIL ZEN 8MG CPR 30	582	COVERSYL 10MG CPR                   | PERINDOPRIL SERVIER 8MG CPR	C09AA04	PERINDOPRIL	1466	2042	2268	01/04/11	31/12/11
3400931157557	EXACYL 1G/10ML SOL BUV 5/10 ML	50	EXACYL 1G/10ML SOL BUV	B02AA02	TRANEXAMIQUE ACIDE	162	293	293	01/01/12	
3400931157557	EXACYL 1G/10ML SOL BUV 5/10 ML	50	EXACYL 1G/10ML SOL BUV	B02AA02	TRANEXAMIQUE ACIDE	162	293	279	06/05/08	31/12/11
3400931389057	PROFENID 50MG GELULE 24	1050	PROFENID 50MG GELULE	M01AE03	KETOPROFENE	168	301	218	06/05/08	01/11/11
3400931443728	FLUDEX 2,5MG CPR 30	66	FLUDEX 2,5MG CPR	C03BA11	INDAPAMIDE	866	1228	752	01/01/12	
3400931443728	FLUDEX 2,5MG CPR 30	66	FLUDEX 2,5MG CPR	C03BA11	INDAPAMIDE	866	1228	769	06/05/08	31/12/11
3400931492405	MODURETIC 5MG/50MG CPR 30	0		C03EA01	HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES	243	398	398	01/01/12	
3400931492405	MODURETIC 5MG/50MG CPR 30	0		C03EA01	HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES	243	398	392	06/05/08	31/12/11
3400931527046	MINIDIAB 5MG CPR 20	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	170	304	304	01/01/12	
3400931527046	MINIDIAB 5MG CPR 20	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	170	304	290	06/05/08	31/12/11
3400931527275	MINIDIAB 5MG CPR 100	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	680	976	976	01/01/12	
3400931527275	MINIDIAB 5MG CPR 100	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	680	976	999	06/05/08	31/12/11
3400931534778	ANXYREX 6MG CPR GI  30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400931534778	ANXYREX 6MG CPR GI  30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400931544654	GLIBENESE 5MG CPR 20	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	170	304	304	01/01/12	
3400931544654	GLIBENESE 5MG CPR 20	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	170	304	290	06/05/08	31/12/11
3400931544883	GLIBENESE 5MG CPR 100	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	680	976	976	01/01/12	
3400931544883	GLIBENESE 5MG CPR 100	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	680	976	999	06/05/08	31/12/11
3400931583394	BRISTAMOX 500MG GELULE GI  12	157	HICONCIL 500MG GELULE	J01CA04	AMOXICILLINE	109	206	206	06/05/08	
3400931587538	CLAMOXYL 500MG GELULE 12	193	CLAMOXYL 500MG GELULE	J01CA04	AMOXICILLINE	109	225	225	01/01/12	
3400931587538	CLAMOXYL 500MG GELULE 12	193	CLAMOXYL 500MG GELULE	J01CA04	AMOXICILLINE	109	225	206	06/05/08	31/12/11
3400931612292	HICONCIL 500MG GELULE  12	157	HICONCIL 500MG GELULE	J01CA04	AMOXICILLINE	109	206	206	06/05/08	
3400931650263	HEMI DAONIL 2,5MG CPR 60	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	196	337	337	01/01/12	
3400931650263	HEMI DAONIL 2,5MG CPR 60	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	196	337	326	01/01/09	31/12/11
3400931703235	BRISTAMOX 250MG/5ML PDR FL GI  1/60 ML	219	HICONCIL 250MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE	105	200	200	06/05/08	
3400931703464	BRISTAMOX 125MG/5ML PDR FL GI  1/60 ML	81	HICONCIL 125MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE	76	160	160	06/05/08	
3400931716181	LIORESAL 10MG CPR 50	209	LIORESAL 10MG CPR	M03BX01	BACLOFENE	462	680	680	01/01/12	
3400931716181	LIORESAL 10MG CPR 50	209	LIORESAL 10MG CPR	M03BX01	BACLOFENE	462	680	696	06/05/08	31/12/11
3400931742494	TIAPRIDAL 100MG CPR 20	167	TIAPRIDAL 100MG CPR	N05AL03	TIAPRIDE	219	367	367	01/01/12	
3400931742494	TIAPRIDAL 100MG CPR 20	167	TIAPRIDAL 100MG CPR	N05AL03	TIAPRIDE	219	367	358	06/05/08	31/12/11
3400931742845	LEXOMIL 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400931742845	LEXOMIL 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400931761426	HICONCIL 125MG/5ML PDR ORALE FL  1/60 ML	81	HICONCIL 125MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE	76	160	160	06/05/08	
3400931761594	HICONCIL 250MG/5ML PDR ORALE FL  1/60 ML	219	HICONCIL 250MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE	105	200	200	06/05/08	
3400931779285	SURGAM 100MG CPR 30	26	SURGAM 100MG CPR	M01AE11	TIAPROFENIQUE ACIDE	206	350	350	01/01/12	
3400931779285	SURGAM 100MG CPR 30	26	SURGAM 100MG CPR	M01AE11	TIAPROFENIQUE ACIDE	206	350	340	06/05/08	31/12/11
3400931815808	SOTALEX 80MG CPR 30	182	SOTALEX 80MG CPR	C07AA07	SOTALOL	189	328	328	01/01/12	
3400931815808	SOTALEX 80MG CPR 30	182	SOTALEX 80MG CPR	C07AA07	SOTALOL	189	328	317	06/05/08	31/12/11
3400931823902	MINIDRIL 0,15/0,03MG CPR 21	254	MINIDRIL 0,15/0,03MG CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	120	239	239	01/01/12	
3400931823902	MINIDRIL 0,15/0,03MG CPR 21	254	MINIDRIL 0,15/0,03MG CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	120	239	221	06/05/08	31/12/11
3400931824091	MINIDRIL 0,15/0,03MG CPR 63	254	MINIDRIL 0,15/0,03MG CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	327	506	506	01/01/12	
3400931824091	MINIDRIL 0,15/0,03MG CPR 63	254	MINIDRIL 0,15/0,03MG CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	327	506	508	06/05/08	31/12/11
3400931840640	ADEPAL CPR 21	772	ADEPAL CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	120	239	239	01/01/12	
3400931840640	ADEPAL CPR 21	772	ADEPAL CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	120	239	221	01/11/11	31/12/11
3400931840879	ADEPAL CPR 63	772	ADEPAL CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	327	506	506	01/01/12	
3400931840879	ADEPAL CPR 63	772	ADEPAL CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	327	506	508	01/11/11	31/12/11
3400931852247	PEVARYL 1% CREME 1/30 G	80	PEVARYL 1% CREME	D01AC03	ECONAZOLE	305	477	265	01/01/12	
3400931852247	PEVARYL 1% CREME 1/30 G	80	PEVARYL 1% CREME	D01AC03	ECONAZOLE	305	477	249	06/05/08	31/12/11
3400931863014	SPASFON LYOC 80MG LYOPHILISAT ORAL 10	44	SPASFON LYOC 80MG LYOPHILISAT ORAL	A03AX12	PHLOROGLUCINOL	114	232	232	01/01/12	
3400931863014	SPASFON LYOC 80MG LYOPHILISAT ORAL 10	44	SPASFON LYOC 80MG LYOPHILISAT ORAL	A03AX12	PHLOROGLUCINOL	114	232	212	06/05/08	31/12/11
3400931895299	VOLTARENE 25MG CPR 30	183	VOLTARENE 25MG CPR	M01AB05	DICLOFENAC	114	232	232	01/01/12	
3400931895299	VOLTARENE 25MG CPR 30	183	VOLTARENE 25MG CPR	M01AB05	DICLOFENAC	114	232	212	06/05/08	31/12/11
3400931939047	TRANDOLAPRIL EG 2MG GELULE 90	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1591	2523	2113	01/07/12	
3400931939047	TRANDOLAPRIL EG 2MG GELULE 90	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1591	2523	2039	01/03/12	30/06/12
3400931939047	TRANDOLAPRIL EG 2MG GELULE 90	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1591	2523	2211	01/01/12	29/02/12
3400931939047	TRANDOLAPRIL EG 2MG GELULE 90	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1591	2523	2264	01/01/11	31/12/11
3400931972273	TRANDOLAPRIL EG 4MG GELULE 90	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2527	3745	3270	01/07/12	
3400931972273	TRANDOLAPRIL EG 4MG GELULE 90	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2527	3745	3200	01/03/12	30/06/12
3400931972273	TRANDOLAPRIL EG 4MG GELULE 90	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2527	3745	3441	01/01/12	29/02/12
3400931972273	TRANDOLAPRIL EG 4MG GELULE 90	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2527	3745	3515	01/01/11	31/12/11
3400931988762	FLUVASTATINE ISD 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	798	01/03/12	
3400931988762	FLUVASTATINE ISD 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	985	01/01/12	29/02/12
3400931988762	FLUVASTATINE ISD 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	1008	01/01/11	31/12/11
3400931993674	FLUVASTATINE ISD 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1954	3025	2246	01/07/12	
3400931993674	FLUVASTATINE ISD 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1954	3025	2176	01/03/12	30/06/12
3400931993674	FLUVASTATINE ISD 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1954	3025	2703	01/01/12	29/02/12
3400931993674	FLUVASTATINE ISD 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1954	3025	2768	01/01/11	31/12/11
3400932018390	ORACEFAL 500MG GELULE 12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	574	01/01/12	
3400932018390	ORACEFAL 500MG GELULE 12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	582	06/05/08	31/12/11
3400932018802	ORACEFAL 125MG/5ML PDR ORALE 1/60 ML	71	ORACEFAL 125MG/5ML PDR ORALE	J01DB05	CEFADROXIL	122	242	242	01/01/12	
3400932018802	ORACEFAL 125MG/5ML PDR ORALE 1/60 ML	71	ORACEFAL 125MG/5ML PDR ORALE	J01DB05	CEFADROXIL	122	242	224	06/05/08	31/12/11
3400932022533	PEVARYL 1% EMULSION 1/30 ML	87	PEVARYL 1% EMULSION	D01AC03	ECONAZOLE	319	495	287	01/01/12	
3400932022533	PEVARYL 1% EMULSION 1/30 ML	87	PEVARYL 1% EMULSION	D01AC03	ECONAZOLE	319	495	272	06/05/08	31/12/11
3400932026555	PARLODEL 2,5MG CPR 30	114	PARLODEL 2,5MG CPR	G02CB01	BROMOCRIPTINE	392	589	589	01/01/12	
3400932026555	PARLODEL 2,5MG CPR 30	114	PARLODEL 2,5MG CPR	G02CB01	BROMOCRIPTINE	392	589	599	06/05/08	31/12/11
3400932026616	HICONCIL 500MG/5ML PDR ORALE FL  1/60 ML	16	HICONCIL 500MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE	139	247	247	06/05/08	
3400932026784	BRISTAMOX 500MG/5ML PDR FL GI  1/60 ML	16	HICONCIL 500MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE	139	248	247	06/05/08	
3400932031238	ORACEFAL 250MG/5ML PDR ORALE FL 1/60 ML	198	ORACEFAL 250MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	217	364	364	01/01/12	
3400932031238	ORACEFAL 250MG/5ML PDR ORALE FL 1/60 ML	198	ORACEFAL 250MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	217	364	356	06/05/08	31/12/11
3400932095513	NOOTROPYL 20% SOL BUV FL 125ML 1/125 ML	210	NOOTROPYL 20% SOL BUV FL 125ML	N06BX03	PIRACETAM	218	365	365	01/03/12	
3400932111053	CLAMOXYL 125MG/5ML PDR ORALE FL 12	0		J01CA04	AMOXICILLINE	76	183	183	01/01/12	
3400932111053	CLAMOXYL 125MG/5ML PDR ORALE FL 12	0		J01CA04	AMOXICILLINE	76	183	160	06/05/08	31/12/11
3400932111282	CLAMOXYL 250MG/5ML PDR ORALE FL 12	0		J01CA04	AMOXICILLINE	105	220	220	01/01/12	
